term_key,search_term,ads_campaigns,ads_ad_groups,impressions_ads,clicks_ads,cost_ads,conversions_ads,search_budget_lost_impression_share,ctr_ads,avg_cpc_ads,cpa_ads,query_sc,clicks_sc,impressions_sc,ctr_sc,position_sc,source_match,intent,is_branded,is_priority_product,is_competitor_or_third_party,is_coupon_or_freebie,expected_ctr_sc,opportunity_score,recommended_action,priority,reason,ads_breakdown_summary,revenue_upside_50pct_scale,estimated_revenue_potential_new_kw
creme facial para firmeza da pele,creme facial para firmeza da pele,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,14.0,1.0,0.73,0.0,0.1216678938796651,0.07142857142857142,0.73,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.73, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
comprar creme facial,comprar creme facial,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,5.0,1.0,0.72,0.0,0.1216678938796651,0.2,0.72,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.72, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
monange facial antissinais,monange facial antissinais,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,17.0,1.0,0.72,0.0,0.1216678938796651,0.058823529411764705,0.72,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.72, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
hidratante coreano embalagem amarela,hidratante coreano embalagem amarela,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos coreanos para pele | shopping | best sellers | todos,12.0,1.0,0.719196,0.0,0.1216678938796651,0.08333333333333333,0.719196,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Search | Soluções | nbd / search | produtos coreanos para pele: custo R$0.72, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
bastao hidratante coreano,bastao hidratante coreano,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,8.0,1.0,0.71,0.0,0.1216678938796651,0.125,0.71,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.71, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme facial renovo,creme facial renovo,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,70.0,1.0,0.69,0.0,0.1216678938796651,0.014285714285714285,0.69,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.69, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
loja de produtos de skincare coreano,loja de produtos de skincare coreano,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | skin care coreano | shopping | best sellers | todos,22.0,1.0,0.69,0.0,0.1216678938796651,0.045454545454545456,0.69,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Search | Soluções | nbd / search | skin care coreano: custo R$0.69, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
body splash mais cheirosos,body splash mais cheirosos,WG_Shopping | Portfólio Geral | nbd,todos,76.0,2.0,0.68,0.0,0.0019842830030239,0.02631578947368421,0.34,,body splash mais cheirosos,0.0,28.0,0.0,1.36,ads+search_console,COMPRADOR,False,True,False,False,0.18,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.68, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
produto olhos de gueixa,produto olhos de gueixa,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | olhos de gueixa | shopping | best sellers | todos,146.0,1.0,0.68,0.0,0.1216678938796651,0.00684931506849315,0.68,,produto olhos de gueixa,1.0,16.0,0.0625,1.38,ads+search_console,COMPRADOR,False,True,False,False,0.18,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.68, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | olhos de gueixa: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme facial garnier vitamina c,creme facial garnier vitamina c,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,21.0,1.0,0.68,0.0,0.1216678938796651,0.047619047619047616,0.68,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.68, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
neutrogena face care intensive antissinais,neutrogena face care intensive antissinais,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,15.0,1.0,0.68,0.0,0.1216678938796651,0.06666666666666667,0.68,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.68, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
creme facial calmante,creme facial calmante,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,33.0,1.0,0.67,0.0,0.1216678938796651,0.030303030303030304,0.67,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.67, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme facial para rugas profundas,creme facial para rugas profundas,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,20.0,1.0,0.67,0.0,0.1216678938796651,0.05,0.67,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.67, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
skincare coreano pele oleosa,skincare coreano pele oleosa,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | search | skin care coreano | shopping | best sellers | todos,52.0,1.0,0.67,0.0,0.1216678938796651,0.019230769230769232,0.67,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.67, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Search | Soluções | nbd / search | skin care coreano: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
quais os melhores cremes antissinais para o rosto,quais os melhores cremes antissinais para o rosto,WG_Shopping | Best Sellers | nbd,shopping | best sellers,7.0,1.0,0.66,0.0,0.1216678938796651,0.14285714285714285,0.66,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.66, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
creme hidratante coreano,creme hidratante coreano,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | creme coreano para o rosto | search | produtos coreanos para pele | shopping | best sellers | todos,270.0,1.0,0.64,0.0,0.1216678938796651,0.003703703703703704,0.64,,creme hidratante coreano,0.0,58.0,0.0,3.22,ads+search_console,COMPRADOR,False,True,False,False,0.05,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.64, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | creme coreano para o rosto: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Search | Soluções | nbd / search | produtos coreanos para pele: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
body splash granado,body splash granado,WG_Shopping | Portfólio Geral | nbd,todos,358.0,2.0,0.64,0.0,0.0019842830030239,0.00558659217877095,0.32,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.64, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme coreanos,creme coreanos,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | creme coreano para o rosto | search | produtos coreanos para pele | shopping | best sellers | todos,36.0,1.0,0.64,0.0,0.1216678938796651,0.027777777777777776,0.64,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.64, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | creme coreano para o rosto: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Search | Soluções | nbd / search | produtos coreanos para pele: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme facial com veneno de cobra,creme facial com veneno de cobra,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,13.0,1.0,0.64,0.0,0.1216678938796651,0.07692307692307693,0.64,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.64, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme facial verde,creme facial verde,WG_Shopping | Best Sellers | nbd,shopping | best sellers,4.0,1.0,0.63,0.0,0.1216678938796651,0.25,0.63,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.63, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
creme coreano melasma,creme coreano melasma,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | creme coreano para o rosto | search | produtos coreanos para pele | search | skin care coreano | shopping | best sellers,41.0,1.0,0.612302,0.0,0.1216678938796651,0.024390243902439025,0.612302,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Search | Soluções | nbd / search | creme coreano para o rosto: custo R$0.61, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Search | Soluções | nbd / search | produtos coreanos para pele: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Search | Soluções | nbd / search | skin care coreano: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
antissinais 30+,antissinais 30+,WG_Shopping | Best Sellers | nbd,shopping | best sellers,9.0,1.0,0.61,0.0,0.1216678938796651,0.1111111111111111,0.61,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.61, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
melhores produtos para skincare coreano,melhores produtos para skincare coreano,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos coreanos para pele | search | produtos de skincare | shopping | best sellers | todos,55.0,1.0,0.61,0.0,0.1216678938796651,0.01818181818181818,0.61,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Search | Soluções | nbd / search | produtos coreanos para pele: custo R$0.61, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
noma body splash,noma body splash,WG_Shopping | Portfólio Geral | nbd,todos,236.0,1.0,0.6,0.0,0.0019842830030239,0.00423728813559322,0.6,,noma body splash,0.0,15.0,0.0,2.33,ads+search_console,COMPRADOR,False,True,False,False,0.1,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.60, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
body splash mais vendido,body splash mais vendido,WG_Shopping | Portfólio Geral | nbd,todos,185.0,1.0,0.6,0.0,0.0019842830030239,0.005405405405405406,0.6,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.60, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme facial para o rosto,creme facial para o rosto,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,57.0,1.0,0.6,0.0,0.1216678938796651,0.017543859649122806,0.6,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.60, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
antissinais melhor custo beneficio,antissinais melhor custo beneficio,WG_Shopping | Best Sellers | nbd,shopping | best sellers,5.0,1.0,0.59,0.0,0.1216678938796651,0.2,0.59,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.59, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
body splash floral fresco,body splash floral fresco,WG_Shopping | Portfólio Geral | nbd,todos,11.0,1.0,0.59,0.0,0.0019842830030239,0.09090909090909091,0.59,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.59, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
cicatricure antissinais,cicatricure antissinais,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,422.0,2.0,0.59,0.0,0.1216678938796651,0.004739336492890996,0.295,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.59, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
base que deixa a pele de porcelana,base que deixa a pele de porcelana,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd,search | pele de porcelana | shopping | best sellers,3.0,1.0,0.58,0.0,0.1216678938796651,0.3333333333333333,0.58,,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,2,monitorar,baixa,produto/categoria prioritária,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.58, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | pele de porcelana: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar",,
